ExtraEffect.EsayDescription.1104911	เมื่อกระสุนโดนศัตรู: ยิ่งอยู่ไกลความเสียหายยิ่งสูง สูงสุด +20%
ExtraEffect.EsayDescription.1104921	เมื่อกระสุนโดนศัตรู: ยิ่งอยู่ไกลความเสียหายยิ่งสูง สูงสุด +40%
ExtraEffect.EsayDescription.1104931	เมื่อกระสุนโดนศัตรู: ยิ่งอยู่ไกลความเสียหายยิ่งสูง สูงสุด +60%
ExtraEffect.EsayDescription.1104941	เมื่อกระสุนโดนศัตรู: ยิ่งอยู่ไกลความเสียหายยิ่งสูง สูงสุด +120%\\n·กระสุนที่โดนศัตรูระยะไกลจะคริติคอลเสมอ
ExtraEffect.EsayDescription.1104912	ยิง<color=#e92f2f>กระสุนเกลียว</color> เจาะทะลุศัตรูทุกตัวตลอดเส้นทาง สร้าง<color=#a024ff>ความเสียหายสกิลรบ</color><color=#e92f2f>กายภาพ</color> 550\\n·สกิลนี้นับเป็นการยิงปกติด้วย
ExtraEffect.EsayDescription.1104922	ยิง<color=#e92f2f>กระสุนเกลียว</color> เจาะทะลุศัตรูทุกตัวตลอดเส้นทาง สร้าง<color=#a024ff>ความเสียหายสกิลรบ</color><color=#e92f2f>กายภาพ</color> 660\\n·สกิลนี้นับเป็นการยิงปกติด้วย
ExtraEffect.EsayDescription.1104932	ยิง<color=#e92f2f>กระสุนเกลียว</color> เจาะทะลุศัตรูทุกตัวตลอดเส้นทาง สร้าง<color=#a024ff>ความเสียหายสกิลรบ</color><color=#e92f2f>กายภาพ</color> 770\\n·สกิลนี้นับเป็นการยิงปกติด้วย
ExtraEffect.EsayDescription.1104942	ยิง<color=#e92f2f>กระสุนเกลียว</color> เจาะทะลุศัตรูทุกตัวตลอดเส้นทาง สร้าง<color=#a024ff>ความเสียหายสกิลรบ</color><color=#e92f2f>กายภาพ</color> 1000\\n·สกิลนี้นับเป็นการยิงปกติด้วย
ExtraEffect.EsayDescription.1105111	ยิงโดนเป้าหมายเดิมครบ 3 ครั้ง จะสร้าง<color=#11f7ef>ความเสียหายเยือกแข็ง</color>เพิ่ม 30% ของพลังโจมตีกระสุนแก่เป้าหมายนั้น
ExtraEffect.EsayDescription.1105121	ยิงโดนเป้าหมายเดิมครบ 3 ครั้ง จะสร้าง<color=#11f7ef>ความเสียหายเยือกแข็ง</color>เพิ่ม 60% ของพลังโจมตีกระสุนแก่เป้าหมายนั้น
ExtraEffect.EsayDescription.1105131	ยิงโดนเป้าหมายเดิมครบ 3 ครั้ง จะสร้าง<color=#11f7ef>ความเสียหายเยือกแข็ง</color>เพิ่ม 90% ของพลังโจมตีกระสุนแก่เป้าหมายนั้น
